id,member_id,member_name,party,state,chamber,symbol,asset_name,transaction_date,filing_date,transaction_type,amount_from,amount_to,owner_type,committee,filing_delay_days,avg_amount,sector
384,102,Deborah Jackson,D,FL,House,HD,The Home Depot Inc,2023-07-01,2023-07-17,Purchase,1000000,5000000,Spouse,Veterans Affairs,16,3000000.0,Consumer
385,102,Deborah Jackson,D,FL,House,ADBE,ADBE Corporation,2022-03-31,2022-04-13,Purchase,1000000,5000000,Self,Veterans Affairs,13,3000000.0,Technology
386,102,Deborah Jackson,D,FL,House,NVDA,NVIDIA Corporation,2024-05-13,2024-06-09,Purchase,1000000,5000000,Self,Veterans Affairs,27,3000000.0,Technology
387,102,Deborah Jackson,D,FL,House,OKE,OKE Corporation,2025-07-02,2025-07-31,Sale,1000000,5000000,Self,Veterans Affairs,29,3000000.0,Energy
388,102,Deborah Jackson,D,FL,House,OKE,OKE Corporation,2025-06-15,2025-06-28,Purchase,1000000,5000000,Spouse,Veterans Affairs,13,3000000.0,Energy
389,102,Deborah Jackson,D,FL,House,CRM,CRM Corporation,2022-11-20,2022-12-15,Purchase,1000000,5000000,Self,Veterans Affairs,25,3000000.0,Technology
390,102,Deborah Jackson,D,FL,House,C,C Corporation,2022-03-29,2022-06-24,Sale,1000000,5000000,Spouse,Veterans Affairs,87,3000000.0,Financial
391,102,Deborah Jackson,D,FL,House,EMR,EMR Corporation,2022-01-16,2022-02-18,Sale,1000000,5000000,Spouse,Veterans Affairs,33,3000000.0,Industrial
392,102,Deborah Jackson,D,FL,House,UNH,UnitedHealth Group Inc,2022-09-17,2022-10-20,Sale,1000000,5000000,Self,Veterans Affairs,33,3000000.0,Healthcare
393,102,Deborah Jackson,D,FL,House,MPC,MPC Corporation,2025-03-28,2025-05-05,Purchase,1000000,5000000,Self,Veterans Affairs,38,3000000.0,Energy
394,105,Matthew Jones,R,FL,House,NVDA,NVIDIA Corporation,2023-05-26,2023-06-12,Purchase,50000,100000,Spouse,Judiciary,17,75000.0,Technology
395,105,Matthew Jones,R,FL,House,USB,USB Corporation,2024-12-08,2025-05-11,Purchase,100000,250000,Self,Judiciary,154,175000.0,Financial
396,105,Matthew Jones,R,FL,House,OKE,OKE Corporation,2022-10-18,2022-12-16,Purchase,15000,50000,Spouse,Judiciary,59,32500.0,Energy
397,113,Sarah Williams,R,FL,House,WMT,Walmart Inc,2025-01-24,2025-02-27,Purchase,1000,15000,Spouse,Education & Labor,34,8000.0,Consumer
398,114,Betty Anderson,R,FL,House,BIIB,BIIB Corporation,2022-10-11,2022-11-24,Sale,15000,50000,Self,Energy & Commerce,44,32500.0,Healthcare
399,114,Betty Anderson,R,FL,House,DHR,DHR Corporation,2025-03-06,2025-04-02,Purchase,15000,50000,Self,Energy & Commerce,27,32500.0,Healthcare
400,115,Patricia Wilson,R,FL,House,MS,MS Corporation,2023-09-29,2023-11-03,Purchase,1000,15000,Self,Appropriations,35,8000.0,Financial
401,115,Patricia Wilson,R,FL,House,AMZN,Amazon.com Inc,2024-11-22,2024-12-28,Purchase,1000,15000,Self,Appropriations,36,8000.0,Technology
402,115,Patricia Wilson,R,FL,House,COST,COST Corporation,2022-08-15,2022-10-13,Purchase,1000,15000,Self,Appropriations,59,8000.0,Consumer
403,119,Robert Adams,R,FL,House,PSX,PSX Corporation,2024-01-27,2024-05-09,Purchase,50000,100000,Self,Education & Labor,103,75000.0,Energy
404,119,Robert Adams,R,FL,House,BA,The Boeing Company,2023-04-14,2023-05-01,Purchase,15000,50000,Spouse,Education & Labor,17,32500.0,Industrial
405,119,Robert Adams,R,FL,House,RTX,RTX Corporation,2024-09-11,2024-12-11,Sale,15000,50000,Self,Education & Labor,91,32500.0,Industrial
406,119,Robert Adams,R,FL,House,CVX,Chevron Corporation,2022-01-28,2022-02-10,Purchase,50000,100000,Self,Education & Labor,13,75000.0,Energy
407,121,Joseph Nguyen,D,FL,House,UPS,UPS Corporation,2023-06-17,2023-07-02,Purchase,15000,50000,Self,Armed Services,15,32500.0,Industrial
408,121,Joseph Nguyen,D,FL,House,BA,The Boeing Company,2022-11-20,2023-01-15,Purchase,1000,15000,Self,Armed Services,56,8000.0,Industrial
409,121,Joseph Nguyen,D,FL,House,GE,GE Corporation,2023-01-12,2023-02-07,Sale,15000,50000,Self,Armed Services,26,32500.0,Industrial
410,123,Michael Hill,D,FL,House,LMT,LMT Corporation,2023-04-10,2023-05-14,Sale,1000,15000,Self,Rules,34,8000.0,Industrial
411,124,Donald Flores,R,NY,House,NVDA,NVIDIA Corporation,2023-08-18,2023-09-04,Purchase,1000,15000,Self,Oversight,17,8000.0,Technology
412,124,Donald Flores,R,NY,House,JNJ,Johnson & Johnson,2024-04-09,2024-10-18,Sale,1000,15000,Spouse,Oversight,192,8000.0,Healthcare
413,124,Donald Flores,R,NY,House,C,C Corporation,2024-12-26,2025-01-22,Purchase,1000,15000,Self,Oversight,27,8000.0,Financial
414,125,Nancy Wilson,R,NY,House,MSFT,Microsoft Corporation,2023-09-20,2023-10-04,Purchase,1000,15000,Self,Budget,14,8000.0,Technology
415,125,Nancy Wilson,R,NY,House,NVDA,NVIDIA Corporation,2025-06-15,2025-07-17,Purchase,15000,50000,Self,Budget,32,32500.0,Technology
416,127,Linda Anderson,D,NY,House,JNJ,Johnson & Johnson,2024-06-22,2024-07-11,Purchase,1000,15000,Self,Armed Services,19,8000.0,Healthcare
417,127,Linda Anderson,D,NY,House,BA,The Boeing Company,2022-09-09,2022-10-09,Purchase,1000,15000,Self,Armed Services,30,8000.0,Industrial
418,128,John Perez,R,NY,House,VLO,VLO Corporation,2024-04-03,2024-04-21,Purchase,1000,15000,Self,Energy & Commerce,18,8000.0,Energy
419,128,John Perez,R,NY,House,COP,COP Corporation,2023-10-08,2023-10-26,Purchase,15000,50000,Self,Energy & Commerce,18,32500.0,Energy
420,128,John Perez,R,NY,House,GILD,GILD Corporation,2022-11-22,2022-12-15,Purchase,50000,100000,Spouse,Energy & Commerce,23,75000.0,Healthcare
421,128,John Perez,R,NY,House,PNC,PNC Corporation,2023-01-11,2023-02-05,Purchase,1000,15000,Spouse,Energy & Commerce,25,8000.0,Financial
422,128,John Perez,R,NY,House,SLB,SLB Corporation,2024-08-20,2024-09-11,Sale,50000,100000,Spouse,Energy & Commerce,22,75000.0,Energy
423,128,John Perez,R,NY,House,USB,USB Corporation,2023-11-20,2023-12-07,Purchase,50000,100000,Spouse,Energy & Commerce,17,75000.0,Financial
424,128,John Perez,R,NY,House,NVDA,NVIDIA Corporation,2023-10-19,2023-11-25,Purchase,15000,50000,Self,Energy & Commerce,37,32500.0,Technology
425,128,John Perez,R,NY,House,OKE,OKE Corporation,2021-08-04,2021-08-20,Purchase,1000,15000,Self,Energy & Commerce,16,8000.0,Energy
426,128,John Perez,R,NY,House,CAT,Caterpillar Inc,2023-04-29,2023-07-23,Purchase,50000,100000,Self,Energy & Commerce,85,75000.0,Industrial
427,128,John Perez,R,NY,House,HON,HON Corporation,2023-07-30,2023-08-27,Purchase,15000,50000,Spouse,Energy & Commerce,28,32500.0,Industrial
428,128,John Perez,R,NY,House,VLO,VLO Corporation,2025-03-16,2025-03-30,Sale,15000,50000,Spouse,Energy & Commerce,14,32500.0,Energy
429,129,Michelle Mitchell,D,NY,House,HD,The Home Depot Inc,2022-05-18,2022-06-05,Sale,15000,50000,Child,Education & Labor,18,32500.0,Consumer
430,129,Michelle Mitchell,D,NY,House,OKE,OKE Corporation,2023-02-10,2023-03-15,Purchase,15000,50000,Spouse,Education & Labor,33,32500.0,Energy
431,129,Michelle Mitchell,D,NY,House,VLO,VLO Corporation,2024-07-30,2024-08-25,Purchase,15000,50000,Spouse,Education & Labor,26,32500.0,Energy
432,131,Betty Harris,D,NY,House,ORCL,ORCL Corporation,2023-01-02,2023-02-02,Sale,15000,50000,Self,Ways & Means,31,32500.0,Technology
433,131,Betty Harris,D,NY,House,PFE,Pfizer Inc,2023-08-23,2023-09-11,Purchase,15000,50000,Self,Ways & Means,19,32500.0,Healthcare
434,131,Betty Harris,D,NY,House,XOM,Exxon Mobil Corporation,2024-11-01,2024-11-23,Sale,100000,250000,Self,Ways & Means,22,175000.0,Energy
435,131,Betty Harris,D,NY,House,CRM,CRM Corporation,2024-12-06,2025-01-03,Purchase,100000,250000,Self,Ways & Means,28,175000.0,Technology
436,131,Betty Harris,D,NY,House,JNJ,Johnson & Johnson,2022-08-29,2022-09-17,Purchase,100000,250000,Self,Ways & Means,19,175000.0,Healthcare
437,131,Betty Harris,D,NY,House,PFE,Pfizer Inc,2022-08-04,2022-08-18,Purchase,50000,100000,Child,Ways & Means,14,75000.0,Healthcare
438,132,Donald Smith,R,NY,House,HD,The Home Depot Inc,2023-12-06,2024-01-02,Sale,1000,15000,Self,House Administration,27,8000.0,Consumer
439,132,Donald Smith,R,NY,House,PNC,PNC Corporation,2024-03-08,2024-04-19,Purchase,1000,15000,Child,House Administration,42,8000.0,Financial
440,132,Donald Smith,R,NY,House,VLO,VLO Corporation,2022-12-14,2023-01-08,Purchase,1000,15000,Spouse,House Administration,25,8000.0,Energy
441,132,Donald Smith,R,NY,House,ABT,ABT Corporation,2024-11-24,2024-12-31,Sale,1000,15000,Spouse,House Administration,37,8000.0,Healthcare
442,132,Donald Smith,R,NY,House,ABT,ABT Corporation,2023-04-07,2023-04-17,Purchase,1000,15000,Self,House Administration,10,8000.0,Healthcare
443,132,Donald Smith,R,NY,House,JPM,JPMorgan Chase & Co,2022-08-21,2022-09-09,Sale,1000,15000,Spouse,House Administration,19,8000.0,Financial
444,132,Donald Smith,R,NY,House,C,C Corporation,2023-08-12,2023-09-03,Purchase,1000,15000,Self,House Administration,22,8000.0,Financial
445,133,Christopher Perez,D,NY,House,CRM,CRM Corporation,2021-11-29,2021-12-20,Purchase,50000,100000,Self,Small Business,21,75000.0,Technology
446,133,Christopher Perez,D,NY,House,GE,GE Corporation,2024-11-27,2025-01-31,Sale,100000,250000,Self,Small Business,65,175000.0,Industrial
447,134,Joshua Flores,D,NY,House,DE,DE Corporation,2021-11-29,2021-12-09,Sale,15000,50000,Self,Rules,10,32500.0,Industrial
448,135,Helen Johnson,R,NY,House,PSX,PSX Corporation,2024-05-16,2024-06-19,Sale,1000,15000,Self,House Administration,34,8000.0,Energy
449,135,Helen Johnson,R,NY,House,WFC,Wells Fargo & Company,2023-05-19,2023-05-31,Purchase,1000,15000,Spouse,House Administration,12,8000.0,Financial
450,135,Helen Johnson,R,NY,House,TMO,TMO Corporation,2023-12-04,2024-01-17,Purchase,1000,15000,Self,House Administration,44,8000.0,Healthcare
451,137,Deborah Perez,R,NY,House,PNC,PNC Corporation,2022-03-13,2022-03-23,Sale,50000,100000,Spouse,Homeland Security,10,75000.0,Financial
452,137,Deborah Perez,R,NY,House,SBUX,SBUX Corporation,2023-03-16,2023-03-27,Purchase,100000,250000,Self,Homeland Security,11,175000.0,Consumer
453,137,Deborah Perez,R,NY,House,EMR,EMR Corporation,2025-01-26,2025-02-18,Sale,100000,250000,Self,Homeland Security,23,175000.0,Industrial
454,137,Deborah Perez,R,NY,House,META,Meta Platforms Inc,2022-02-08,2022-03-25,Purchase,100000,250000,Self,Homeland Security,45,175000.0,Technology
455,137,Deborah Perez,R,NY,House,KMI,KMI Corporation,2025-06-12,2025-06-22,Purchase,50000,100000,Self,Homeland Security,10,75000.0,Energy
456,137,Deborah Perez,R,NY,House,UPS,UPS Corporation,2022-10-06,2022-10-18,Purchase,50000,100000,Spouse,Homeland Security,12,75000.0,Industrial
457,137,Deborah Perez,R,NY,House,USB,USB Corporation,2023-09-01,2023-10-16,Sale,15000,50000,Spouse,Homeland Security,45,32500.0,Financial
458,137,Deborah Perez,R,NY,House,HON,HON Corporation,2025-01-27,2025-02-07,Purchase,15000,50000,Self,Homeland Security,11,32500.0,Industrial
459,137,Deborah Perez,R,NY,House,TFC,TFC Corporation,2022-11-16,2022-12-17,Purchase,100000,250000,Spouse,Homeland Security,31,175000.0,Financial
460,137,Deborah Perez,R,NY,House,GILD,GILD Corporation,2024-09-22,2024-10-10,Sale,15000,50000,Spouse,Homeland Security,18,32500.0,Healthcare
461,140,Dorothy Lopez,D,NY,House,MMM,MMM Corporation,2025-06-24,2025-08-03,Purchase,1000,15000,Self,Education & Labor,40,8000.0,Industrial
462,140,Dorothy Lopez,D,NY,House,AMGN,AMGN Corporation,2022-03-26,2022-04-19,Purchase,1000,15000,Self,Education & Labor,24,8000.0,Healthcare
463,140,Dorothy Lopez,D,NY,House,DE,DE Corporation,2023-08-10,2023-08-30,Sale,1000,15000,Spouse,Education & Labor,20,8000.0,Industrial
464,142,Barbara Martin,D,NY,House,TSLA,Tesla Inc,2024-04-23,2024-05-06,Purchase,50000,100000,Spouse,Veterans Affairs,13,75000.0,Technology
465,142,Barbara Martin,D,NY,House,GE,GE Corporation,2023-04-09,2023-05-15,Purchase,15000,50000,Child,Veterans Affairs,36,32500.0,Industrial
466,142,Barbara Martin,D,NY,House,ORCL,ORCL Corporation,2022-05-12,2022-06-03,Sale,100000,250000,Self,Veterans Affairs,22,175000.0,Technology
467,142,Barbara Martin,D,NY,House,ADBE,ADBE Corporation,2025-07-02,2025-07-15,Purchase,100000,250000,Self,Veterans Affairs,13,175000.0,Technology
468,142,Barbara Martin,D,NY,House,AMGN,AMGN Corporation,2024-02-28,2024-03-20,Purchase,100000,250000,Spouse,Veterans Affairs,21,175000.0,Healthcare
469,142,Barbara Martin,D,NY,House,C,C Corporation,2023-03-29,2023-04-17,Purchase,100000,250000,Self,Veterans Affairs,19,175000.0,Financial
470,142,Barbara Martin,D,NY,House,COF,COF Corporation,2024-08-15,2024-09-20,Sale,100000,250000,Self,Veterans Affairs,36,175000.0,Financial
471,142,Barbara Martin,D,NY,House,TFC,TFC Corporation,2025-02-22,2025-03-29,Purchase,100000,250000,Self,Veterans Affairs,35,175000.0,Financial
472,142,Barbara Martin,D,NY,House,AMZN,Amazon.com Inc,2025-03-28,2025-04-08,Purchase,100000,250000,Self,Veterans Affairs,11,175000.0,Technology
473,142,Barbara Martin,D,NY,House,TMO,TMO Corporation,2022-09-25,2022-10-19,Purchase,50000,100000,Self,Veterans Affairs,24,75000.0,Healthcare
474,142,Barbara Martin,D,NY,House,KO,The Coca-Cola Company,2023-06-11,2023-06-21,Sale,50000,100000,Self,Veterans Affairs,10,75000.0,Consumer
475,142,Barbara Martin,D,NY,House,OKE,OKE Corporation,2024-08-22,2024-09-01,Purchase,15000,50000,Spouse,Veterans Affairs,10,32500.0,Energy
476,142,Barbara Martin,D,NY,House,JPM,JPMorgan Chase & Co,2023-09-04,2023-10-01,Purchase,100000,250000,Spouse,Veterans Affairs,27,175000.0,Financial
477,143,Nancy Clark,R,NY,House,XOM,Exxon Mobil Corporation,2022-11-12,2022-12-06,Purchase,1000,15000,Self,Homeland Security,24,8000.0,Energy
478,143,Nancy Clark,R,NY,House,NVDA,NVIDIA Corporation,2024-09-04,2024-09-26,Purchase,1000,15000,Self,Homeland Security,22,8000.0,Technology
479,143,Nancy Clark,R,NY,House,HD,The Home Depot Inc,2022-08-18,2022-09-01,Purchase,1000,15000,Self,Homeland Security,14,8000.0,Consumer
480,143,Nancy Clark,R,NY,House,MPC,MPC Corporation,2024-05-16,2024-05-27,Sale,1000,15000,Self,Homeland Security,11,8000.0,Energy
481,143,Nancy Clark,R,NY,House,CVX,Chevron Corporation,2024-01-29,2024-02-20,Purchase,1000,15000,Self,Homeland Security,22,8000.0,Energy
482,143,Nancy Clark,R,NY,House,GE,GE Corporation,2022-07-28,2022-08-10,Purchase,1000,15000,Spouse,Homeland Security,13,8000.0,Industrial
483,143,Nancy Clark,R,NY,House,KO,The Coca-Cola Company,2024-05-25,2024-06-07,Purchase,1000,15000,Spouse,Homeland Security,13,8000.0,Consumer
484,143,Nancy Clark,R,NY,House,BIIB,BIIB Corporation,2024-04-07,2024-04-23,Purchase,1000,15000,Self,Homeland Security,16,8000.0,Healthcare
485,143,Nancy Clark,R,NY,House,META,Meta Platforms Inc,2022-06-22,2022-07-15,Sale,1000,15000,Self,Homeland Security,23,8000.0,Technology
486,143,Nancy Clark,R,NY,House,MPC,MPC Corporation,2023-11-17,2024-01-25,Sale,1000,15000,Self,Homeland Security,69,8000.0,Energy
487,143,Nancy Clark,R,NY,House,JNJ,Johnson & Johnson,2023-09-01,2023-10-16,Sale,1000,15000,Self,Homeland Security,45,8000.0,Healthcare
488,143,Nancy Clark,R,NY,House,KMI,KMI Corporation,2025-01-07,2025-01-17,Purchase,1000,15000,Self,Homeland Security,10,8000.0,Energy
489,143,Nancy Clark,R,NY,House,BIIB,BIIB Corporation,2024-04-05,2024-04-26,Purchase,1000,15000,Spouse,Homeland Security,21,8000.0,Healthcare
490,143,Nancy Clark,R,NY,House,HON,HON Corporation,2022-01-25,2022-02-19,Purchase,1000,15000,Self,Homeland Security,25,8000.0,Industrial
491,144,John King,D,NY,House,GS,GS Corporation,2024-07-26,2024-08-17,Sale,50000,100000,Self,Transportation,22,75000.0,Financial
492,144,John King,D,NY,House,GS,GS Corporation,2025-01-18,2025-02-04,Purchase,50000,100000,Spouse,Transportation,17,75000.0,Financial
493,144,John King,D,NY,House,ORCL,ORCL Corporation,2021-08-21,2021-09-06,Purchase,50000,100000,Self,Transportation,16,75000.0,Technology
494,144,John King,D,NY,House,CVX,Chevron Corporation,2023-11-22,2024-01-05,Sale,15000,50000,Spouse,Transportation,44,32500.0,Energy
495,149,Kenneth Martinez,R,PA,House,GOOGL,Alphabet Inc Class A,2023-02-07,2023-03-07,Purchase,1000,15000,Self,Ways & Means,28,8000.0,Technology
496,149,Kenneth Martinez,R,PA,House,COP,COP Corporation,2023-10-27,2023-11-06,Sale,1000,15000,Self,Ways & Means,10,8000.0,Energy
497,149,Kenneth Martinez,R,PA,House,ORCL,ORCL Corporation,2023-12-06,2024-01-01,Purchase,1000,15000,Self,Ways & Means,26,8000.0,Technology
498,151,Donald Torres,R,PA,House,AMGN,AMGN Corporation,2023-11-07,2023-12-15,Purchase,15000,50000,Self,Judiciary,38,32500.0,Healthcare
499,151,Donald Torres,R,PA,House,JNJ,Johnson & Johnson,2022-09-01,2022-09-23,Sale,50000,100000,Self,Judiciary,22,75000.0,Healthcare
500,151,Donald Torres,R,PA,House,WFC,Wells Fargo & Company,2022-02-01,2022-02-26,Purchase,100000,250000,Self,Judiciary,25,175000.0,Financial
501,152,Sarah Carter,D,PA,House,PNC,PNC Corporation,2024-05-04,2024-05-16,Sale,1000,15000,Self,Intelligence,12,8000.0,Financial
502,152,Sarah Carter,D,PA,House,XOM,Exxon Mobil Corporation,2022-07-02,2022-07-14,Purchase,1000,15000,Self,Intelligence,12,8000.0,Energy
503,152,Sarah Carter,D,PA,House,PG,The Procter & Gamble Company,2022-12-07,2023-02-07,Sale,1000,15000,Self,Intelligence,62,8000.0,Consumer
504,153,Steven Young,D,PA,House,JNJ,Johnson & Johnson,2023-01-27,2023-02-11,Purchase,15000,50000,Self,Small Business,15,32500.0,Healthcare
505,153,Steven Young,D,PA,House,C,C Corporation,2022-07-08,2022-07-26,Purchase,15000,50000,Self,Small Business,18,32500.0,Financial
506,153,Steven Young,D,PA,House,AMGN,AMGN Corporation,2023-02-18,2023-05-12,Purchase,15000,50000,Spouse,Small Business,83,32500.0,Healthcare
507,153,Steven Young,D,PA,House,CVX,Chevron Corporation,2023-08-10,2023-10-09,Sale,15000,50000,Spouse,Small Business,60,32500.0,Energy
508,153,Steven Young,D,PA,House,RTX,RTX Corporation,2022-07-30,2022-09-01,Purchase,15000,50000,Self,Small Business,33,32500.0,Industrial
509,153,Steven Young,D,PA,House,ADBE,ADBE Corporation,2025-01-12,2025-02-02,Purchase,15000,50000,Self,Small Business,21,32500.0,Technology
510,153,Steven Young,D,PA,House,LMT,LMT Corporation,2024-01-30,2024-04-07,Sale,15000,50000,Self,Small Business,68,32500.0,Industrial
511,153,Steven Young,D,PA,House,BMY,BMY Corporation,2021-10-25,2021-12-03,Purchase,15000,50000,Self,Small Business,39,32500.0,Healthcare
512,157,David Robinson,D,PA,House,MMM,MMM Corporation,2023-03-20,2023-06-07,Purchase,15000,50000,Self,Judiciary,79,32500.0,Industrial
513,157,David Robinson,D,PA,House,COF,COF Corporation,2025-04-14,2025-05-25,Purchase,50000,100000,Self,Judiciary,41,75000.0,Financial
514,158,Elizabeth Martinez,D,PA,House,OKE,OKE Corporation,2022-06-07,2022-06-21,Purchase,15000,50000,Self,Small Business,14,32500.0,Energy
515,158,Elizabeth Martinez,D,PA,House,TMO,TMO Corporation,2022-03-22,2022-04-12,Purchase,1000,15000,Self,Small Business,21,8000.0,Healthcare
516,158,Elizabeth Martinez,D,PA,House,HON,HON Corporation,2021-08-22,2021-09-11,Purchase,1000,15000,Spouse,Small Business,20,8000.0,Industrial
517,158,Elizabeth Martinez,D,PA,House,SBUX,SBUX Corporation,2021-12-21,2022-01-31,Purchase,15000,50000,Spouse,Small Business,41,32500.0,Consumer
518,158,Elizabeth Martinez,D,PA,House,USB,USB Corporation,2022-02-04,2022-06-20,Purchase,1000,15000,Self,Small Business,136,8000.0,Financial
519,158,Elizabeth Martinez,D,PA,House,MCD,MCD Corporation,2024-09-08,2024-10-13,Purchase,15000,50000,Self,Small Business,35,32500.0,Consumer
520,158,Elizabeth Martinez,D,PA,House,MS,MS Corporation,2024-04-28,2024-06-01,Purchase,15000,50000,Self,Small Business,34,32500.0,Financial
521,158,Elizabeth Martinez,D,PA,House,BIIB,BIIB Corporation,2024-08-11,2024-09-22,Purchase,15000,50000,Self,Small Business,42,32500.0,Healthcare
522,159,Steven Scott,R,PA,House,COST,COST Corporation,2024-03-26,2024-06-04,Purchase,15000,50000,Self,Science & Technology,70,32500.0,Consumer
523,159,Steven Scott,R,PA,House,ORCL,ORCL Corporation,2024-03-08,2024-04-12,Purchase,15000,50000,Spouse,Science & Technology,35,32500.0,Technology
524,159,Steven Scott,R,PA,House,NVDA,NVIDIA Corporation,2024-11-18,2025-01-14,Sale,15000,50000,Self,Science & Technology,57,32500.0,Technology
525,159,Steven Scott,R,PA,House,ADBE,ADBE Corporation,2021-10-24,2022-01-22,Sale,15000,50000,Self,Science & Technology,90,32500.0,Technology
526,160,Steven White,R,PA,House,MS,MS Corporation,2022-06-12,2022-07-10,Purchase,15000,50000,Self,Transportation,28,32500.0,Financial
527,160,Steven White,R,PA,House,MSFT,Microsoft Corporation,2025-02-25,2025-04-26,Purchase,1000,15000,Spouse,Transportation,60,8000.0,Technology
528,160,Steven White,R,PA,House,CAT,Caterpillar Inc,2024-04-30,2024-06-02,Purchase,15000,50000,Spouse,Transportation,33,32500.0,Industrial
529,160,Steven White,R,PA,House,NVDA,NVIDIA Corporation,2025-04-25,2025-05-15,Sale,1000,15000,Spouse,Transportation,20,8000.0,Technology
530,161,Kenneth Perez,R,PA,House,SBUX,SBUX Corporation,2023-10-10,2023-11-14,Purchase,1000,15000,Self,Education & Labor,35,8000.0,Consumer
531,161,Kenneth Perez,R,PA,House,KO,The Coca-Cola Company,2021-10-20,2021-11-10,Purchase,1000,15000,Self,Education & Labor,21,8000.0,Consumer
532,161,Kenneth Perez,R,PA,House,BAC,Bank of America Corp,2024-01-06,2024-01-30,Purchase,1000,15000,Self,Education & Labor,24,8000.0,Financial
533,161,Kenneth Perez,R,PA,House,PG,The Procter & Gamble Company,2023-02-13,2023-03-01,Sale,1000,15000,Self,Education & Labor,16,8000.0,Consumer
534,161,Kenneth Perez,R,PA,House,DHR,DHR Corporation,2022-02-04,2022-03-07,Sale,1000,15000,Self,Education & Labor,31,8000.0,Healthcare
535,162,Nancy Lee,R,PA,House,JNJ,Johnson & Johnson,2023-01-04,2023-02-03,Sale,15000,50000,Self,Judiciary,30,32500.0,Healthcare
536,164,Barbara Hill,D,PA,House,NVDA,NVIDIA Corporation,2023-05-08,2023-05-20,Purchase,15000,50000,Spouse,Science & Technology,12,32500.0,Technology
537,164,Barbara Hill,D,PA,House,ADBE,ADBE Corporation,2022-02-23,2022-03-10,Sale,15000,50000,Self,Science & Technology,15,32500.0,Technology
538,165,Sandra Jackson,R,IL,House,GILD,GILD Corporation,2021-10-25,2021-11-23,Sale,50000,100000,Self,Foreign Affairs,29,75000.0,Healthcare
539,165,Sandra Jackson,R,IL,House,CAT,Caterpillar Inc,2022-07-15,2022-08-28,Sale,50000,100000,Spouse,Foreign Affairs,44,75000.0,Industrial
540,165,Sandra Jackson,R,IL,House,JPM,JPMorgan Chase & Co,2023-08-22,2023-09-19,Sale,50000,100000,Self,Foreign Affairs,28,75000.0,Financial
541,165,Sandra Jackson,R,IL,House,PNC,PNC Corporation,2024-04-07,2024-08-22,Sale,50000,100000,Spouse,Foreign Affairs,137,75000.0,Financial
542,165,Sandra Jackson,R,IL,House,MMM,MMM Corporation,2022-12-03,2022-12-18,Sale,15000,50000,Spouse,Foreign Affairs,15,32500.0,Industrial
543,165,Sandra Jackson,R,IL,House,BA,The Boeing Company,2024-09-13,2024-09-25,Purchase,15000,50000,Child,Foreign Affairs,12,32500.0,Industrial
544,165,Sandra Jackson,R,IL,House,MSFT,Microsoft Corporation,2023-03-19,2023-04-05,Sale,50000,100000,Spouse,Foreign Affairs,17,75000.0,Technology
545,165,Sandra Jackson,R,IL,House,OKE,OKE Corporation,2023-01-03,2023-01-14,Purchase,50000,100000,Self,Foreign Affairs,11,75000.0,Energy
546,165,Sandra Jackson,R,IL,House,GOOGL,Alphabet Inc Class A,2025-05-24,2025-06-22,Purchase,15000,50000,Self,Foreign Affairs,29,32500.0,Technology
547,166,Robert Hernandez,R,IL,House,RTX,RTX Corporation,2025-04-07,2025-05-05,Sale,50000,100000,Self,Intelligence,28,75000.0,Industrial
548,166,Robert Hernandez,R,IL,House,CVX,Chevron Corporation,2023-09-02,2023-09-24,Purchase,15000,50000,Child,Intelligence,22,32500.0,Energy
549,166,Robert Hernandez,R,IL,House,JPM,JPMorgan Chase & Co,2023-08-26,2023-09-11,Purchase,50000,100000,Self,Intelligence,16,75000.0,Financial
550,166,Robert Hernandez,R,IL,House,GOOGL,Alphabet Inc Class A,2022-12-06,2023-03-02,Sale,50000,100000,Self,Intelligence,86,75000.0,Technology
551,166,Robert Hernandez,R,IL,House,KO,The Coca-Cola Company,2022-06-03,2022-06-24,Purchase,50000,100000,Self,Intelligence,21,75000.0,Consumer
552,166,Robert Hernandez,R,IL,House,AMGN,AMGN Corporation,2023-06-23,2023-07-30,Purchase,15000,50000,Self,Intelligence,37,32500.0,Healthcare
553,166,Robert Hernandez,R,IL,House,CAT,Caterpillar Inc,2021-12-05,2021-12-31,Sale,15000,50000,Self,Intelligence,26,32500.0,Industrial
554,166,Robert Hernandez,R,IL,House,KMI,KMI Corporation,2022-04-12,2022-05-06,Purchase,15000,50000,Self,Intelligence,24,32500.0,Energy
555,166,Robert Hernandez,R,IL,House,WFC,Wells Fargo & Company,2022-08-20,2022-10-03,Purchase,15000,50000,Child,Intelligence,44,32500.0,Financial
556,166,Robert Hernandez,R,IL,House,WFC,Wells Fargo & Company,2023-12-28,2024-02-04,Purchase,15000,50000,Spouse,Intelligence,38,32500.0,Financial
557,167,Dorothy Lopez,D,IL,House,OKE,OKE Corporation,2023-03-17,2023-04-04,Sale,1000,15000,Self,Energy & Commerce,18,8000.0,Energy
558,168,John Garcia,D,IL,House,KMI,KMI Corporation,2023-03-28,2023-04-19,Purchase,1000,15000,Self,Ways & Means,22,8000.0,Energy
559,168,John Garcia,D,IL,House,PNC,PNC Corporation,2022-08-17,2022-09-18,Purchase,15000,50000,Self,Ways & Means,32,32500.0,Financial
560,169,Mary Lee,R,IL,House,GS,GS Corporation,2024-07-07,2024-08-10,Purchase,15000,50000,Self,Financial Services,34,32500.0,Financial
